n02268443	dragonfly	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: darner dragonfly, emerald dragonfly, adult dragonfly, zone dragonfly, skimmer dragonfly, hawker dragonfly	[lemma] *: dragonfly in, dragonfly nymph, dragonfly or, dragonfly &#39;s, dragonfly larva, dragonfly and, dragonfly larvae, dragonfly is, dragonfly with, dragonfly nymphs	[lemma] in the *: 	* [lemma]: A dragonfly, the dragonfly, blue dragonfly, The dragonfly, a dragonfly, in dragonfly, large dragonfly, of dragonfly, adult dragonfly, and dragonfly	*_ADJ [lemma]: blue dragonfly, giant dragonfly, red dragonfly, small dragonfly, male dragonfly, large dragonfly, green dragonfly, adult dragonfly, winged dragonfly, young dragonfly
n04311174	steel drum	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: gallon steel drum	[lemma] *: steel drum which, steel drum in, steel drum or, steel drum band, steel drum with, steel drum on, steel drum that, steel drum and, steel drum of, steel drum is	[lemma] in the *: 	* [lemma]: the steel drum, The steel drum, or steel drum, A steel drum, a steel drum, stainless steel drum, large steel drum, cylindrical steel drum, gallon steel drum, rotating steel drum	*_ADJ [lemma]: horizontal steel drum, revolving steel drum, heavy steel drum, hollow steel drum, stainless steel drum, large steel drum, gal steel drum, cylindrical steel drum, gallon steel drum, rotating steel drum
n04591157	Windsor tie	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Windsor tie and, Windsor tie on	[lemma] in the *: 	* [lemma]: the Windsor tie, and Windsor tie, his Windsor tie, black Windsor tie, a Windsor tie, flowing Windsor tie	*_ADJ [lemma]: black Windsor tie
n01677366	common iguana	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: The common iguana, the common iguana	*_ADJ [lemma]: 
n01677366	iguana	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: desert iguana, ground iguana, land iguana, baby iguana, sea iguana, Iguana iguana, Land iguana, tree iguana, mud iguana, rock iguana	[lemma] *: iguana is, iguana and, iguana of, iguana or, iguana lizards, iguana lizard, iguana was, iguana &#39;s, iguana with, iguana in	[lemma] in the *: 	* [lemma]: desert iguana, marine iguana, Iguana iguana, The iguana, an iguana, and iguana, of iguana, large iguana, or iguana, the iguana	*_ADJ [lemma]: marine iguana, Lacerta iguana, great iguana, modern iguana, Iguana iguana, large iguana, common iguana, black iguana, tailed iguana, green iguana
n01677366	Iguana iguana	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: iguana Iguana iguana, lizard Iguana iguana, Iguana Iguana iguana	[lemma] *: Iguana iguana rhinolopha, Iguana iguana in, Iguana iguana and	[lemma] in the *: 	* [lemma]: _ Iguana iguana, iguana Iguana iguana, Iguana Iguana iguana, and Iguana iguana, of Iguana iguana, lizard Iguana iguana, in Iguana iguana	*_ADJ [lemma]: 
n04152593	screen	[lemma] is *_VERB: screen is displayed, screen is removed, screen is moved, screen is illuminated, screen is held	[lemma] was *_VERB: screen was erected, screen was put, screen was drawn, screen was interposed, screen was removed	*_NOUN [lemma]: silk screen, television screen, glass screen, computer screen, TV screen, radar screen, wire screen, display screen, stone screen, rood screen	[lemma] *: screen of, screen in, screen for, screen to, screen the, screen or, screen and, screen with, screen at, screen is	[lemma] in the *: screen in the hall, screen in the front, screen in the room, screen in the background, screen in the church, screen in the usual	* [lemma]: or screen, on screen, and screen, a screen, The screen, the screen, this screen, to screen, fluorescent screen, of screen	*_ADJ [lemma]: opaque screen, inch screen, white screen, mesh screen, wooden screen, smoke screen, altar screen, small screen, fluorescent screen, large screen
n04152593	CRT screen	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: color CRT screen, computer CRT screen, resolution CRT screen	[lemma] *: CRT screen or, CRT screen is, CRT screen and, CRT screen to, CRT screen as, CRT screen that, CRT screen for, CRT screen in, CRT screen of, CRT screen with	[lemma] in the *: 	* [lemma]: a CRT screen, &#39;s CRT screen, the CRT screen, A CRT screen, of CRT screen, The CRT screen, or CRT screen, and CRT screen, _ CRT screen, on CRT screen	*_ADJ [lemma]: inch CRT screen, small CRT screen, entire CRT screen
n02799071	baseball	[lemma] is *_VERB: baseball is going, baseball is thrown, baseball is concerned, baseball is dropped, baseball is hit, baseball is played	[lemma] was *_VERB: baseball was thrown, baseball was becoming, baseball was organized, baseball was invented, baseball was played, baseball was introduced, baseball was born, baseball was concerned	*_NOUN [lemma]: Series baseball, night baseball, college baseball, league baseball, school baseball, League baseball, Varsity baseball, varsity baseball, summer baseball, Sunday baseball	[lemma] *: baseball or, baseball players, baseball and, baseball player, baseball is, baseball bat, baseball games, baseball team, baseball in, baseball game	[lemma] in the *: baseball in the streets, baseball in the park, baseball in the early, baseball in the summer, baseball in the major, baseball in the spring, baseball in the vacant, baseball in the street, baseball in the afternoon	* [lemma]: and baseball, professional baseball, the baseball, a baseball, for baseball, of baseball, league baseball, play baseball, in baseball, playing baseball	*_ADJ [lemma]: indoor baseball, professional baseball, good baseball, old baseball, League baseball, great baseball, first baseball, new baseball, league baseball, American baseball
n02087046	toy terrier	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: toy terrier with, toy terrier in	[lemma] in the *: 	* [lemma]: English toy terrier, tan toy terrier, a toy terrier, little toy terrier, the toy terrier	*_ADJ [lemma]: English toy terrier, tan toy terrier, little toy terrier
n03661043	library	[lemma] is *_VERB: library is opened, library is maintained, library is situated, library is attached, library is located, library is closed, library is kept	[lemma] was *_VERB: library was purchased, library was destroyed, library was opened, library was sold, library was burnt, library was formed, library was established, library was removed, library was founded	*_NOUN [lemma]: state library, school library, reference library, city library, College library, lending library, law library, University library, county library, college library	[lemma] *: library was, library has, library for, library to, library in, library at, library service, library is, library and, library of	[lemma] in the *: library in the town, library in the country, library in the school, library in the kingdom, library in the state, library in the house, library in the British, library in the city	* [lemma]: and library, his library, &#39;s library, a library, my library, of library, school library, the library, public library, The library	*_ADJ [lemma]: Bodleian library, new library, large library, royal library, good library, great library, small library, private library, valuable library, public library
n04254680	soccer ball	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: leather soccer ball, regulation soccer ball	[lemma] *: soccer ball and, soccer ball is, soccer ball around, soccer ball or, soccer ball into, soccer ball to, soccer ball on, soccer ball with, soccer ball for, soccer ball in	[lemma] in the *: soccer ball in the street	* [lemma]: A soccer ball, a soccer ball, the soccer ball, One soccer ball, one soccer ball, regulation soccer ball, his soccer ball, and soccer ball, The soccer ball, or soccer ball	*_ADJ [lemma]: real soccer ball, new soccer ball, white soccer ball, official soccer ball, old soccer ball, deflated soccer ball, inflated soccer ball, round soccer ball, small soccer ball, first soccer ball
n03721384	marimba	[lemma] is *_VERB: marimba is played	[lemma] was *_VERB: marimba was playing	*_NOUN [lemma]: bass marimba, diamond marimba, solo marimba, gourd marimba, steel marimba	[lemma] *: marimba band, marimba in, marimba was, marimba or, marimba music, marimba and, marimba player, marimba bands, marimba players, marimba is	[lemma] in the *: 	* [lemma]: the marimba, a marimba, The marimba, for marimba, and marimba, of marimba, or marimba, _ marimba, African marimba, A marimba	*_ADJ [lemma]: Guatemalan marimba, small marimba, first marimba, Mexican marimba, wooden marimba, local marimba, native marimba, American marimba, large marimba, African marimba
n03721384	xylophone	[lemma] is *_VERB: xylophone is played	[lemma] was *_VERB: 	*_NOUN [lemma]: Alto xylophone, X xylophone, bottle xylophone, log xylophone, bass xylophone, Bass xylophone, trough xylophone, bar xylophone, toy xylophone, alto xylophone	[lemma] *: xylophone are, xylophone and, xylophone is, xylophone to, xylophone in, xylophone music, xylophone or, xylophone player, xylophone with, xylophone of	[lemma] in the *: 	* [lemma]: and xylophone, the xylophone, The xylophone, or xylophone, A xylophone, wooden xylophone, bass xylophone, of xylophone, a xylophone, _ xylophone	*_ADJ [lemma]: resonated xylophone, African xylophone, bamboo xylophone, wooden xylophone, soprano xylophone, large xylophone, primitive xylophone, metal xylophone, modern xylophone, small xylophone
n04344873	studio couch	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: studio couch to, studio couch was, studio couch which, studio couch that, studio couch is, studio couch with, studio couch in, studio couch or, studio couch and, studio couch for	[lemma] in the *: studio couch in the living	* [lemma]: unmade studio couch, his studio couch, covered studio couch, The studio couch, my studio couch, or studio couch, her studio couch, a studio couch, A studio couch, the studio couch	*_ADJ [lemma]: unmade studio couch, covered studio couch, old studio couch
n04344873	day bed	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: day bed to, day bed in, day bed or, day bed was, day bed with, day bed and, day bed for, day bed that, day bed is, day bed of	[lemma] in the *: day bed in the living	* [lemma]: her day bed, &#39;s day bed, his day bed, the day bed, or day bed, The day bed, of day bed, A day bed, large day bed, a day bed	*_ADJ [lemma]: old day bed, small day bed, large day bed
n11879895	rapeseed	[lemma] is *_VERB: rapeseed is grown	[lemma] was *_VERB: 	*_NOUN [lemma]: glucosinolate rapeseed, GM rapeseed, spring rapeseed, oil rapeseed, winter rapeseed, acid rapeseed	[lemma] *: rapeseed in, rapeseed meal, rapeseed oil, rapeseed or, rapeseed and, rapeseed are, rapeseed was, rapeseed is, rapeseed cake, rapeseed oils	[lemma] in the *: 	* [lemma]: from rapeseed, the rapeseed, as rapeseed, with rapeseed, in rapeseed, and rapeseed, _ rapeseed, or rapeseed, for rapeseed, of rapeseed	*_ADJ [lemma]: commercial rapeseed, hydrogenated rapeseed, dietary rapeseed, refined rapeseed, transgenic rapeseed, Canadian rapeseed, blown rapeseed, erucic rapeseed, yellow rapeseed, acid rapeseed
n03649909	lawn mower	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: family lawn mower, Power lawn mower, gasoline lawn mower, push lawn mower, type lawn mower, power lawn mower, motor lawn mower, toy lawn mower, gas lawn mower, hand lawn mower	[lemma] *: lawn mower to, lawn mower was, lawn mower is, lawn mower can, lawn mower or, lawn mower that, lawn mower in, lawn mower for, lawn mower and, lawn mower with	[lemma] in the *: lawn mower in the distance, lawn mower in the garage	* [lemma]: your lawn mower, The lawn mower, A lawn mower, the lawn mower, &#39;s lawn mower, power lawn mower, a lawn mower, new lawn mower, riding lawn mower, his lawn mower	*_ADJ [lemma]: rotary lawn mower, new lawn mower, powered lawn mower, driven lawn mower, motorized lawn mower, electric lawn mower, good lawn mower, old lawn mower, ordinary lawn mower, own lawn mower
n03649909	mower	[lemma] is *_VERB: mower is set, mower is run, mower is purchased, mower is broken, mower is running, mower is pushed	[lemma] was *_VERB: mower was running, mower was broken, mower was purchased, mower was patented, mower was kept, mower was invented, mower was manufactured, mower was going	*_NOUN [lemma]: power mower, grass mower, bar mower, tractor mower, reel mower, motor mower, hay mower, push mower, lawn mower, hand mower	[lemma] *: mower &#39;s, mower is, mower or, mower was, mower to, mower and, mower of, mower with, mower whets, mower in	[lemma] in the *: mower in the distance, mower in the dew, mower in the field, mower in the shed, mower in the garage, mower in the next, mower in the adjacent, mower in the summer, mower in the yard	* [lemma]: and mower, power mower, or mower, A mower, The mower, a mower, the mower, motor mower, rotary mower, lawn mower	*_ADJ [lemma]: old mower, good mower, ordinary mower, new mower, best mower, Lawn mower, rotary mower, foot mower, drawn mower, ill mower
n02105641	Old English sheepdog	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Old English sheepdog named, Old English sheepdog is, Old English sheepdog and	[lemma] in the *: 	* [lemma]: _ Old English sheepdog, her Old English sheepdog, The Old English sheepdog, the Old English sheepdog, and Old English sheepdog, an Old English sheepdog	*_ADJ [lemma]: 
n02105641	bobtail	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: bobtail flush, bobtail and, bobtail in, bobtail coat, bobtail to, bobtail tike, bobtail is, bobtail of, bobtail that, bobtail coats	[lemma] in the *: 	* [lemma]: in bobtail, padded bobtail, the bobtail, and bobtail, his bobtail, _ bobtail, Or bobtail, a bobtail, little bobtail, old bobtail	*_ADJ [lemma]: padded bobtail, short bobtail, Japanese bobtail, Hawaiian bobtail, small bobtail, white bobtail, little bobtail, old bobtail, de bobtail
n02259212	leafhopper	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: cane leafhopper, rice leafhopper, Beet leafhopper, clover leafhopper, beet leafhopper, potato leafhopper, grape leafhopper, apple leafhopper, sugarcane leafhopper, corn leafhopper	[lemma] *: leafhopper vectors, leafhopper is, leafhopper was, leafhopper populations, leafhopper vector, leafhopper population, leafhopper and, leafhopper in, leafhopper on, leafhopper species	[lemma] in the *: 	* [lemma]: a leafhopper, of leafhopper, green leafhopper, The leafhopper, beet leafhopper, potato leafhopper, grape leafhopper, apple leafhopper, the leafhopper, spotted leafhopper	*_ADJ [lemma]: aster leafhopper, nosed leafhopper, other leafhopper, green leafhopper, adult leafhopper, beet leafhopper, Potato leafhopper, Grape leafhopper, apple leafhopper, spotted leafhopper
n02877765	bottlecap	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: bottlecap and	[lemma] in the *: 	* [lemma]: a bottlecap, the bottlecap	*_ADJ [lemma]: 
n03733131	maypole	[lemma] is *_VERB: 	[lemma] was *_VERB: maypole was erected	*_NOUN [lemma]: village maypole	[lemma] *: maypole at, maypole dance, maypole dancing, maypole is, maypole was, maypole in, maypole of, maypole and, maypole with, maypole on	[lemma] in the *: maypole in the Strand	* [lemma]: the maypole, of maypole, a maypole, or maypole, and maypole, A maypole, this maypole, tall maypole, The maypole, painted maypole	*_ADJ [lemma]: old maypole, great maypole, white maypole, talkative maypole, English maypole, famous maypole, freckled maypole, tall maypole, merry maypole, painted maypole
n02128385	leopard	[lemma] is *_VERB: leopard is killed, leopard is watching, leopard is considered, leopard is lying, leopard is known	[lemma] was *_VERB: leopard was gone, leopard was lying, leopard was caught, leopard was killed, leopard was seeking, leopard was shot, leopard was coming	*_NOUN [lemma]: mother leopard, imitation leopard, camel leopard, snow leopard, Snow leopard, hunting leopard, name leopard, wood leopard, baby leopard, sea leopard	[lemma] *: leopard his, leopard shall, leopard is, leopard skin, leopard skins, leopard was, leopard &#39;s, leopard and, leopard in, leopard or	[lemma] in the *: leopard in the vision, leopard in the night, leopard in the vicinity, leopard in the forest, leopard in the garden, leopard in the house, leopard in the jungle, leopard in the bush, leopard in the act	* [lemma]: A leopard, snow leopard, with leopard, a leopard, hunting leopard, of leopard, the leopard, The leopard, or leopard, and leopard	*_ADJ [lemma]: black leopard, clouded leopard, fine leopard, beautiful leopard, English leopard, hunting leopard, spotted leopard, large leopard, male leopard, young leopard
n02128385	Panthera pardus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: leopard Panthera pardus, Leopard Panthera pardus	[lemma] *: Panthera pardus _, Panthera pardus nimr, Panthera pardus fusca, Panthera pardus and, Panthera pardus Leopard, Panthera pardus in, Panthera pardus Panthera, Panthera pardus orientalis	[lemma] in the *: 	* [lemma]: and Panthera pardus, Leopard Panthera pardus, leopard Panthera pardus, LEOPARD Panthera pardus, _ Panthera pardus	*_ADJ [lemma]: leopard Panthera pardus, Leopard Panthera pardus
n04370456	sweatshirt	[lemma] is *_VERB: 	[lemma] was *_VERB: sweatshirt was soaked	*_NOUN [lemma]: cotton sweatshirt, Mouse sweatshirt, University sweatshirt, College sweatshirt, UCLA sweatshirt, Harvard sweatshirt, State sweatshirt, Yale sweatshirt, college sweatshirt, school sweatshirt	[lemma] *: sweatshirt was, sweatshirt or, sweatshirt with, sweatshirt in, sweatshirt to, sweatshirt over, sweatshirt she, sweatshirt that, sweatshirt and, sweatshirt on	[lemma] in the *: 	* [lemma]: blue sweatshirt, and sweatshirt, gray sweatshirt, her sweatshirt, a sweatshirt, white sweatshirt, hooded sweatshirt, the sweatshirt, his sweatshirt, my sweatshirt	*_ADJ [lemma]: red sweatshirt, black sweatshirt, baggy sweatshirt, gray sweatshirt, green sweatshirt, white sweatshirt, pink sweatshirt, blue sweatshirt, hooded sweatshirt, old sweatshirt
n02483362	gibbon	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Kloss gibbon, hoolock gibbon, baby gibbon, Hoolock gibbon, Warner gibbon, Butt gibbon	[lemma] *: gibbon to, gibbon in, gibbon &#39;s, gibbon is, gibbon and, gibbon has, gibbon of, gibbon ape, gibbon was, gibbon or	[lemma] in the *: gibbon in the Malay	* [lemma]: black gibbon, handed gibbon, of gibbon, _ gibbon, or gibbon, and gibbon, a gibbon, the gibbon, A gibbon, The gibbon	*_ADJ [lemma]: black gibbon, lar gibbon, agile gibbon, small gibbon, handed gibbon, giant gibbon, young gibbon, modern gibbon, armed gibbon, female gibbon
n02483362	Hylobates lar	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Gibbon Hylobates lar	[lemma] *: Hylobates lar and, Hylobates lar Linn, Hylobates lar lar	[lemma] in the *: 	* [lemma]: in Hylobates lar, of Hylobates lar, gibbon Hylobates lar, Gibbon Hylobates lar, and Hylobates lar, _ Hylobates lar	*_ADJ [lemma]: gibbon Hylobates lar
n02134418	sloth bear	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: sloth bear and, sloth bear has, sloth bear are, sloth bear of, sloth bear is, sloth bear &#39;s, sloth bear was, sloth bear in, sloth bear or	[lemma] in the *: 	* [lemma]: A sloth bear, and sloth bear, Indian sloth bear, a sloth bear, of sloth bear, The sloth bear, the sloth bear, or sloth bear, _ sloth bear	*_ADJ [lemma]: Indian sloth bear
n02134418	Melursus ursinus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: bear Melursus ursinus	[lemma] *: 	[lemma] in the *: 	* [lemma]: bear Melursus ursinus, _ Melursus ursinus	*_ADJ [lemma]: 
n02134418	Ursus ursinus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: 	*_ADJ [lemma]: 
n02130308	cheetah	[lemma] is *_VERB: cheetah is built, cheetah is taken	[lemma] was *_VERB: 	*_NOUN [lemma]: hunting cheetah, name cheetah, mother cheetah, pet cheetah, king cheetah, baby cheetah	[lemma] *: cheetah has, cheetah was, cheetah and, cheetah to, cheetah is, cheetah &#39;s, cheetah in, cheetah had, cheetah can, cheetah or	[lemma] in the *: cheetah in the Serengeti, cheetah in the wild	* [lemma]: female cheetah, hunting cheetah, A cheetah, a cheetah, the cheetah, The cheetah, _ cheetah, or cheetah, of cheetah, and cheetah	*_ADJ [lemma]: female cheetah, African cheetah, second cheetah, Indian cheetah, tame cheetah, young cheetah, hunting cheetah, male cheetah, pet cheetah, wild cheetah
n02130308	chetah	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: chetah was, chetah &#39;s, chetah is	[lemma] in the *: 	* [lemma]: the chetah, The chetah, a chetah	*_ADJ [lemma]: 
n02130308	Acinonyx jubatus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Cheetah Acinonyx jubatus, cheetah Acinonyx jubatus	[lemma] *: Acinonyx jubatus in, Acinonyx jubatus venaticus, Acinonyx jubatus Schreber, Acinonyx jubatus jubatus	[lemma] in the *: 	* [lemma]: _ Acinonyx jubatus, Cheetah Acinonyx jubatus, cheetah Acinonyx jubatus	*_ADJ [lemma]: 
n03976467	Polaroid camera	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Land Polaroid camera, color Polaroid camera	[lemma] *: Polaroid camera was, Polaroid camera or, Polaroid camera that, Polaroid camera and, Polaroid camera with, Polaroid camera in, Polaroid camera is, Polaroid camera for, Polaroid camera to, Polaroid camera on	[lemma] in the *: 	* [lemma]: his Polaroid camera, her Polaroid camera, the Polaroid camera, _ Polaroid camera, and Polaroid camera, &#39;s Polaroid camera, new Polaroid camera, a Polaroid camera, The Polaroid camera, A Polaroid camera	*_ADJ [lemma]: first Polaroid camera, white Polaroid camera, new Polaroid camera, instant Polaroid camera, old Polaroid camera
n03976467	Polaroid Land camera	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Polaroid Land camera is, Polaroid Land camera and	[lemma] in the *: 	* [lemma]: first Polaroid Land camera, the Polaroid Land camera, The Polaroid Land camera, a Polaroid Land camera	*_ADJ [lemma]: 
n02056570	king penguin	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: king penguin has, king penguin and, king penguin chick, king penguin colony, king penguin of, king penguin is, king penguin chicks, king penguin rookery, king penguin Aptenodytes, king penguin in	[lemma] in the *: 	* [lemma]: and king penguin, A king penguin, The king penguin, in king penguin, a king penguin, the king penguin	*_ADJ [lemma]: 
n02056570	Aptenodytes patagonica	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Penguin Aptenodytes patagonica	[lemma] *: Aptenodytes patagonica of	[lemma] in the *: 	* [lemma]: Penguin Aptenodytes patagonica, penguin Aptenodytes patagonica	*_ADJ [lemma]: 
n02091467	Norwegian elkhound	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Norwegian elkhound is, Norwegian elkhound named	[lemma] in the *: 	* [lemma]: _ Norwegian elkhound, a Norwegian elkhound, the Norwegian elkhound	*_ADJ [lemma]: 
n02091467	elkhound	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: elkhound &#39;s, elkhound was, elkhound and, elkhound named, elkhound is	[lemma] in the *: 	* [lemma]: the elkhound, an elkhound, Norwegian elkhound, The elkhound	*_ADJ [lemma]: Norwegian elkhound
n04591713	wine bottle	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: glass wine bottle, quart wine bottle	[lemma] *: wine bottle is, wine bottle and, wine bottle was, wine bottle or, wine bottle with, wine bottle from, wine bottle on, wine bottle to, wine bottle in, wine bottle of	[lemma] in the *: 	* [lemma]: common wine bottle, ordinary wine bottle, of wine bottle, The wine bottle, empty wine bottle, A wine bottle, green wine bottle, his wine bottle, the wine bottle, a wine bottle	*_ADJ [lemma]: common wine bottle, ordinary wine bottle, necked wine bottle, empty wine bottle, leather wine bottle, French wine bottle, green wine bottle, broken wine bottle, port wine bottle, old wine bottle
n07836838	chocolate sauce	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: cup chocolate sauce, tablespoons chocolate sauce, cream chocolate sauce	[lemma] *: chocolate sauce over, chocolate sauce that, chocolate sauce in, chocolate sauce or, chocolate sauce with, chocolate sauce and, chocolate sauce on, chocolate sauce for, chocolate sauce to, chocolate sauce is	[lemma] in the *: 	* [lemma]: the chocolate sauce, warm chocolate sauce, with chocolate sauce, in chocolate sauce, or chocolate sauce, a chocolate sauce, hot chocolate sauce, cold chocolate sauce, and chocolate sauce, of chocolate sauce	*_ADJ [lemma]: warm chocolate sauce, bitter chocolate sauce, thick chocolate sauce, hot chocolate sauce, dark chocolate sauce, cold chocolate sauce, white chocolate sauce, Hot chocolate sauce, bittersweet chocolate sauce, rich chocolate sauce
n07836838	chocolate syrup	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Bosco chocolate syrup, cup chocolate syrup, tablespoons chocolate syrup, bread chocolate syrup, teaspoons chocolate syrup	[lemma] *: chocolate syrup into, chocolate syrup in, chocolate syrup or, chocolate syrup over, chocolate syrup and, chocolate syrup on, chocolate syrup for, chocolate syrup 1, chocolate syrup to, chocolate syrup is	[lemma] in the *: 	* [lemma]: cup chocolate syrup, in chocolate syrup, of chocolate syrup, the chocolate syrup, and chocolate syrup, a chocolate syrup, with chocolate syrup, tablespoons chocolate syrup, _ chocolate syrup, or chocolate syrup	*_ADJ [lemma]: Bet chocolate syrup, hot chocolate syrup, free chocolate syrup, Drizzle chocolate syrup, dark chocolate syrup, thick chocolate syrup, more chocolate syrup, little chocolate syrup
n03602883	joystick	[lemma] is *_VERB: joystick is moved, joystick is pushed, joystick is connected	[lemma] was *_VERB: 	*_NOUN [lemma]: PC joystick, position joystick, computer joystick, feedback joystick, analog joystick, Pro joystick, game joystick, control joystick, J joystick, Atari joystick	[lemma] *: joystick in, joystick to, joystick with, joystick control, joystick button, joystick port, joystick for, joystick is, joystick and, joystick or	[lemma] in the *: joystick in the direction	* [lemma]: A joystick, of joystick, a joystick, the joystick, or joystick, The joystick, and joystick, your joystick, his joystick, _ joystick	*_ADJ [lemma]: controlled joystick, isometric joystick, small joystick, first joystick, dimensional joystick, single joystick, second joystick, standard joystick, axis joystick, simple joystick
n03208938	disk brake	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: caliper disk brake	[lemma] *: disk brake system, disk brake pads, disk brake has, disk brake at, disk brake is, disk brake was	[lemma] in the *: 	* [lemma]: The disk brake, the disk brake, of disk brake, A disk brake, and disk brake, caliper disk brake, a disk brake	*_ADJ [lemma]: 
n03208938	disc brake	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: caliper disc brake, wheel disc brake	[lemma] *: disc brake calipers, disc brake pad, disc brake systems, disc brake caliper, disc brake is, disc brake assembly, disc brake rotor, disc brake and, disc brake system, disc brake pads	[lemma] in the *: 	* [lemma]: a disc brake, of disc brake, A disc brake, Front disc brake, front disc brake, caliper disc brake, the disc brake, rear disc brake, and disc brake, The disc brake	*_ADJ [lemma]: rear disc brake, single disc brake, automotive disc brake, typical disc brake, front disc brake, Front disc brake, hydraulic disc brake, new disc brake, Rear disc brake
n03498962	hatchet	[lemma] is *_VERB: hatchet is given, hatchet is buried, hatchet is fallen	[lemma] was *_VERB: hatchet was dug, hatchet was taken, hatchet was given, hatchet was thrown, hatchet was buried, hatchet was raised	*_NOUN [lemma]: copper hatchet, enamel hatchet, silver hatchet, brass hatchet, fist hatchet, Stone hatchet, iron hatchet, war hatchet, steel hatchet, stone hatchet	[lemma] *: hatchet of, hatchet to, hatchet is, hatchet against, hatchet in, hatchet with, hatchet or, hatchet and, hatchet was, hatchet for	[lemma] in the *: hatchet in the cause, hatchet in the face, hatchet in the hand, hatchet in the path, hatchet in the head, hatchet in the murderer, hatchet in the hands	* [lemma]: stone hatchet, my hatchet, his hatchet, little hatchet, The hatchet, or hatchet, the hatchet, and hatchet, a hatchet, small hatchet	*_ADJ [lemma]: old hatchet, little hatchet, flint hatchet, sharp hatchet, large hatchet, small hatchet, bloody hatchet, uplifted hatchet, light hatchet, poor hatchet
n02127052	lynx	[lemma] is *_VERB: 	[lemma] was *_VERB: lynx was caught, lynx was known, lynx was shot, lynx was devoured, lynx was killed, lynx was secured	*_NOUN [lemma]: F. lynx, Platystrophia lynx, names lynx, Felis lynx, Lynx lynx, Canada lynx, name lynx, mountain lynx, bay lynx, Bay lynx	[lemma] *: lynx was, lynx of, lynx eyes, lynx in, lynx is, lynx eye, lynx to, lynx or, lynx and, lynx &#39;s	[lemma] in the *: 	* [lemma]: of lynx, The lynx, with lynx, Canada lynx, the lynx, a lynx, his lynx, _ lynx, or lynx, and lynx	*_ADJ [lemma]: common lynx, Canadian lynx, red lynx, big lynx, Lynx lynx, Felis lynx, old lynx, European lynx, northern lynx, spotted lynx
