"relevance"	"synsetid"	"queryexpansion"
0.134507096	"n03461385"	"market in the same"
0.1336805562	"n03461385"	"frozen food market"
0.1327095666	"n03461385"	"grocery in the neighborhood"
0.1293955904	"n03461385"	"home market"
0.1291023763	"n03461385"	"food market in the world"
0.1288692118	"n03461385"	"health food market"
0.1288402089	"n03461385"	"baby food market"
0.1267534031	"n03461385"	"food market in the UK"
0.126090791	"n03461385"	"domestic food market"
0.1253410976	"n03461385"	"market is going"
0.1246374406	"n03461385"	"market in the country"
0.1243435153	"n03461385"	"market in the town"
0.1243435153	"n03461385"	"grocery in the town"
0.1242342431	"n03461385"	"other grocery"
0.1234725004	"n03461385"	"fast food market"
0.1234243634	"n03461385"	"cat food market"
0.1231335592	"n03461385"	"dog food market"
0.1226598452	"n03461385"	"market is overstocked"
0.1220432279	"n03461385"	"central food market"
0.1210136046	"n03461385"	"money market"
0.120821646	"n03461385"	"food market in the United"
0.12078527	"n03461385"	"market in the West"
0.1204115704	"n03461385"	"market in the city"
0.1204115704	"n03461385"	"grocery in the city"
0.1196815025	"n03461385"	"modern food market"
0.1192183596	"n03461385"	"breakfast food market"
0.1170050436	"n03461385"	"small grocery"
0.1162291064	"n03461385"	"complete food market"
0.1160890223	"n03461385"	"market in the world"
0.1154857316	"n03461385"	"world food market"
0.1152438801	"n03461385"	"market in the late"
0.1140991638	"n03461385"	"market in the early"
0.1136863838	"n03461385"	"market in the form"
0.1131654259	"n03461385"	"grocery in the village"
0.1126906578	"n03461385"	"neighborhood grocery"
0.1117064497	"n03461385"	"market is supplied"
0.1092802064	"n03461385"	"market is being"
0.1082941495	"n03461385"	"local market"
0.1082941495	"n03461385"	"local grocery"
0.1080310301	"n03461385"	"market was overstocked"
0.1055855977	"n03461385"	"market is found"
0.1050480485	"n03461385"	"market in the United"
0.1040517991	"n03461385"	"little grocery"
0.1037706292	"n03461385"	"service grocery"
0.1033363588	"n03461385"	"family grocery"
0.1030483878	"n03461385"	"London food market"
0.1021785637	"n03461385"	"market is glutted"
0.1015285013	"n03461385"	"market is limited"
0.1005695548	"n03461385"	"new market"
0.0979332684	"n03461385"	"stock market"
0.0973196589	"n03461385"	"market is made"
0.0953474015	"n03461385"	"large grocery"
0.0947126788	"n03461385"	"export market"
0.0946513913	"n03461385"	"market was being"
0.0924198809	"n03461385"	"grocery was located"
0.0909567826	"n03461385"	"market was found"
0.0884742798	"n03461385"	"country grocery"
0.0879233363	"n03461385"	"free market"
0.0875497486	"n03461385"	"market was glutted"
0.0871563103	"n03461385"	"market is concerned"
0.0840712192	"n03461385"	"U.S. food market"
0.0840391437	"n03461385"	"domestic market"
0.0799259071	"n03461385"	"market was closed"
0.0799259071	"n03461385"	"grocery was closed"
0.0797650411	"n03461385"	"market was opened"
0.0797650411	"n03461385"	"grocery was opened"
0.0775079263	"n03461385"	"market is held"
0.077152467	"n03461385"	"market was flooded"
0.0740602232	"n03461385"	"ready market"
0.0725118481	"n03461385"	"labor market"
0.0722992326	"n03461385"	"fair market"
0.0721784443	"n03461385"	"corner grocery"
0.0718805006	"n03461385"	"paper grocery"
0.0713758238	"n03461385"	"exchange market"
0.0699210736	"n03461385"	"general grocery"
0.0697186769	"n03461385"	"combination grocery"
0.0690793588	"n03461385"	"black market"
0.0686736989	"n03461385"	"open market"
0.068198933	"n03461385"	"market was established"
0.068198933	"n03461385"	"grocery was established"
0.0667129124	"n03461385"	"independent grocery"
0.0628791111	"n03461385"	"market was held"
0.0628290248	"n03461385"	"world market"
0.06093234	"n03461385"	"market was granted"
0.0604421518	"n03461385"	"foreign market"
0.0540582356	"n03461385"	"village grocery"
0.0539381446	"n03461385"	"old grocery"
0.0531525682	"n03461385"	"capital market"
0.0420361862	"n03461385"	"American market"
0.0379543373	"n03461385"	"London market"
0	"n03461385"	"labour market"
0.1425882844	"n03467068"	"guillotine in the same"
0.1415938605	"n03467068"	"guillotine in the first"
0.1390537513	"n03467068"	"guillotine is used"
0.1353276434	"n03467068"	"guillotine was used"
0.1349828535	"n03467068"	"guillotine in the days"
0.1346208974	"n03467068"	"guillotine in the Place"
0.1338676522	"n03467068"	"guillotine in the middle"
0.131528867	"n03467068"	"guillotine in the public"
0.125114741	"n03467068"	"guillotine in the background"
0.1238052764	"n03467068"	"guillotine in the French"
0.1221970095	"n03467068"	"guillotine in the Reign"
0.1156597006	"n03467068"	"guillotine in the twilight"
0.1154419311	"n03467068"	"guillotine was being"
0.1104219308	"n03467068"	"guillotine is applied"
0.1085056336	"n03467068"	"guillotine is going"
0.1082344208	"n03467068"	"guillotine is set"
0.1070827289	"n03467068"	"guillotine was invented"
0.1045083129	"n03467068"	"guillotine was set"
0.1034235325	"n03467068"	"guillotine is waiting"
0.1024546599	"n03467068"	"guillotine was kept"
0.1004241466	"n03467068"	"same guillotine"
0.0967527007	"n03467068"	"guillotine was brought"
0.0959202574	"n03467068"	"guillotine was placed"
0.0943407786	"n03467068"	"guillotine is erected"
0.0942733841	"n03467068"	"bloody guillotine"
0.0925646978	"n03467068"	"guillotine was blunted"
0.0924256776	"n03467068"	"guillotine was working"
0.0906146707	"n03467068"	"guillotine was erected"
0.0880165292	"n03467068"	"hand guillotine"
0.0810268104	"n03467068"	"model guillotine"
0.0784723548	"n03467068"	"political guillotine"
0.0777887101	"n03467068"	"revolutionary guillotine"
0.0764767863	"n03467068"	"man guillotine"
0.0692683683	"n03467068"	"word guillotine"
0.0684548958	"n03467068"	"toy guillotine"
0.0679014058	"n03467068"	"dry guillotine"
0.0666526805	"n03467068"	"old guillotine"
0.0650193896	"n03467068"	"fatal guillotine"
0.0605067863	"n03467068"	"firewood guillotine"
0.0576637622	"n03467068"	"holy guillotine"
0.0440751227	"n03467068"	"French guillotine"
0.0418265449	"n03467068"	"la guillotine"
0.0418265449	"n03467068"	"La guillotine"
0.0190890801	"n03467068"	"tonsil guillotine"
0.009617465	"n03467068"	"Paris guillotine"
0	"n03467068"	"travelling guillotine"
0	"n03476684"	
0.148270039	"n03476991"	"little hair spray"
0.1441245224	"n03476991"	"new hair spray"
0.14322667	"n03476991"	"much hair spray"
0.1379419476	"n03476991"	"enough hair spray"
0.1373024834	"n03476991"	"more hair spray"
0.1356535606	"n03476991"	"hold hair spray"
0.1334350755	"n03476991"	"scented hair spray"
0.1333222743	"n03476991"	"aerosol hair spray"
0.1290766992	"n03476991"	"cheap hair spray"
0.1187934753	"n03476991"	"Net hair spray"
0	"n03478589"	
0.1063061638	"n03481172"	"hand hammer"
0.1063053374	"n03481172"	"hammer is used"
0.1055204799	"n03481172"	"hammer in the hand"
0.0988601928	"n03481172"	"hammer was used"
0.0982995598	"n03481172"	"hammer in the hands"
0.0975421838	"n03481172"	"hammer in the right"
0.0972928198	"n03481172"	"hammer in the form"
0.0947345721	"n03481172"	"hammer is required"
0.094390736	"n03481172"	"hammer in the forge"
0.0915007351	"n03481172"	"hammer in the other"
0.0896729105	"n03481172"	"hammer is attached"
0.0896067441	"n03481172"	"hammer in the same"
0.0868906142	"n03481172"	"hammer in the air"
0.0867496992	"n03481172"	"hammer is thrown"
0.0848675531	"n03481172"	"hammer in the world"
0.0841218473	"n03481172"	"hammer is made"
0.0817955907	"n03481172"	"hammer is lifted"
0.0815807321	"n03481172"	"hammer is heard"
0.0810279295	"n03481172"	"hammer was brought"
0.0766767027	"n03481172"	"hammer was made"
0.076294562	"n03481172"	"hammer was found"
0.0753580585	"n03481172"	"hammer is held"
0.0743504462	"n03481172"	"hammer was lifted"
0.0741355875	"n03481172"	"hammer was heard"
0.0732018271	"n03481172"	"hammer is raised"
0.0725187134	"n03481172"	"hammer was cocked"
0.0717484963	"n03481172"	"hammer was placed"
0.0711806529	"n03481172"	"sledge hammer"
0.0711799906	"n03481172"	"hammer was invented"
0.070085092	"n03481172"	"hammer in the Horologe"
0.0692029286	"n03481172"	"drop hammer"
0.0689384422	"n03481172"	"claw hammer"
0.0661134211	"n03481172"	"iron hammer"
0.0657566826	"n03481172"	"hammer was raised"
0.0645106592	"n03481172"	"hammer is moved"
0.0626024514	"n03481172"	"stone hammer"
0.0549148516	"n03481172"	"tilt hammer"
0.0536945292	"n03481172"	"steam hammer"
0.0361780133	"n03481172"	"water hammer"
0.0327382091	"n03481172"	"trip hammer"
0.1282198039	"n03482405"	"hamper in the other"
0.1107598161	"n03482405"	"hamper in the laundry"
0.1097482457	"n03482405"	"hamper in the back"
0.1015017498	"n03482405"	"hamper in the closet"
0.1005144868	"n03482405"	"hamper in the bathroom"
0.0982964614	"n03482405"	"hamper in the bedroom"
0.0968064936	"n03482405"	"hamper in the cellar"
0.0964344982	"n03482405"	"large hamper"
0.0963570177	"n03482405"	"hamper in the morning"
0.0958660147	"n03482405"	"hamper in the corner"
0.0948772679	"n03482405"	"big hamper"
0.0947343243	"n03482405"	"hamper in the refectory"
0.0942936094	"n03482405"	"small hamper"
0.0904593505	"n03482405"	"little hamper"
0.0856569366	"n03482405"	"hamper is come"
0.078536874	"n03482405"	"way hamper"
0.076463772	"n03482405"	"huge hamper"
0.075456754	"n03482405"	"laundry hamper"
0.0714687527	"n03482405"	"clothes hamper"
0.0701281526	"n03482405"	"least hamper"
0.0686382874	"n03482405"	"great hamper"
0.0685365452	"n03482405"	"hamper was brought"
0.0672572227	"n03482405"	"hamper was filled"
0.0642957967	"n03482405"	"hamper was seen"
0.056981764	"n03482405"	"hamper was packed"
0.05667744	"n03482405"	"wicker hamper"
0.055643223	"n03482405"	"picnic hamper"
0.055643223	"n03482405"	"picnic hamper"
0.0532938399	"n03482405"	"linen hamper"
0.0525051652	"n03482405"	"hamper was opened"
0.0521731321	"n03482405"	"top hamper"
0.0516757145	"n03482405"	"hamper was taken"
0.0478280817	"n03482405"	"hamper was directed"
0.0471472316	"n03482405"	"lunch hamper"
0.0424256612	"n03482405"	"conditions hamper"
0.036133801	"n03482405"	"Christmas hamper"
0.0295672817	"n03482405"	"old hamper"
0.023242416	"n03482405"	"luncheon hamper"
0.1606964313	"n03483316"	"type hair dryer"
0.1595947408	"n03483316"	"electric hair dryer"
0.1595947408	"n03483316"	"Electric hair dryer"
0.1579365138	"n03483316"	"in hair dryer"
0.1553022124	"n03483316"	"portable hair dryer"
0.1516314437	"n03483316"	"small hair dryer"
0.1469152058	"n03483316"	"handheld hair dryer"
0.1466569012	"n03483316"	"new hair dryer"
0.1442265096	"n03483316"	"hair dryer in the bathroom"
0.1439563003	"n03483316"	"hand hair dryer"
0.1432788039	"n03483316"	"watt hair dryer"
0.1429088597	"n03483316"	"hair blow dryer"
0.1389018685	"n03483316"	"electric hair drier"
0.1385975265	"n03483316"	"ordinary hair dryer"
0.1385606652	"n03483316"	"travel hair dryer"
0.1346093401	"n03483316"	"portable hair drier"
0.1340307404	"n03483316"	"held hair dryer"
0.1332060117	"n03483316"	"W hair dryer"
0.1249190338	"n03483316"	"electric blow dryer"
0.0993550334	"n03483316"	"held blow dryer"
0	"n03483316"	
0	"n03483316"	
0	"n03485407"	
0	"n03485407"	
0.1498011389	"n03485794"	"handkerchief in the hand"
0.1481975416	"n03485794"	"handkerchief in the other"
0.1448805537	"n03485794"	"handkerchief in the pocket"
0.1448805537	"n03485794"	"hanky in the pocket"
0.1445122571	"n03485794"	"handkerchief in the right"
0.1393188488	"n03485794"	"handkerchief in the same"
0.1321869851	"n03485794"	"handkerchief in the blood"
0.1304576244	"n03485794"	"handkerchief in the breast"
0.1297530053	"n03485794"	"handkerchief in the air"
0.1288926869	"n03485794"	"handkerchief in the water"
0.1281275279	"n03485794"	"handkerchief in the basket"
0.1265736822	"n03485794"	"own handkerchief"
0.1210601654	"n03485794"	"little hankie"
0.1210601654	"n03485794"	"little hanky"
0.1187204234	"n03485794"	"pocket hankie"
0.1187204234	"n03485794"	"pocket handkerchief"
0.1187204234	"n03485794"	"pocket hanky"
0.1152983759	"n03485794"	"white hankie"
0.1152983759	"n03485794"	"white handkerchief"
0.1152983759	"n03485794"	"white hanky"
0.1137782665	"n03485794"	"muslin handkerchief"
0.111902511	"n03485794"	"black handkerchief"
0.1117773708	"n03485794"	"red hankie"
0.1117773708	"n03485794"	"red handkerchief"
0.1117773708	"n03485794"	"red hanky"
0.1087868713	"n03485794"	"handkerchief is used"
0.1081958259	"n03485794"	"blue hankie"
0.1081958259	"n03485794"	"blue handkerchief"
0.1077514485	"n03485794"	"handkerchief is worn"
0.1049226881	"n03485794"	"handkerchief is given"
0.1040137054	"n03485794"	"much hanky"
0.1034673912	"n03485794"	"such hanky"
0.1017296295	"n03485794"	"clean hankie"
0.1017296295	"n03485794"	"clean handkerchief"
0.1017296295	"n03485794"	"clean hanky"
0.101569368	"n03485794"	"nothing hanky"
0.0987845684	"n03485794"	"handkerchief is folded"
0.0976741273	"n03485794"	"handkerchief is dropped"
0.0969646288	"n03485794"	"bandana handkerchief"
0.0959348846	"n03485794"	"handkerchief is bound"
0.0953040064	"n03485794"	"linen hankie"
0.0953040064	"n03485794"	"linen handkerchief"
0.0953040064	"n03485794"	"linen hanky"
0.0947411601	"n03485794"	"wet hankie"
0.0947411601	"n03485794"	"wet hanky"
0.0931864192	"n03485794"	"bandanna handkerchief"
0.0930031839	"n03485794"	"handkerchief is thrown"
0.0926876067	"n03485794"	"handkerchief was wrapped"
0.0890381036	"n03485794"	"handkerchief is tied"
0.0888772141	"n03485794"	"handkerchief is held"
0.0886173326	"n03485794"	"handkerchief was waved"
0.0883660359	"n03485794"	"handkerchief was bound"
0.0870470935	"n03485794"	"handkerchief is placed"
0.0863587202	"n03485794"	"silk hankie"
0.0863587202	"n03485794"	"silk handkerchief"
0.0863587202	"n03485794"	"silk hanky"
0.0854343353	"n03485794"	"handkerchief was thrown"
0.0848036801	"n03485794"	"paper hankie"
0.0848036801	"n03485794"	"paper hanky"
0.0840644524	"n03485794"	"handkerchief was taken"
0.0830668256	"n03485794"	"handkerchief was found"
0.0821544208	"n03485794"	"lace hankie"
0.0821544208	"n03485794"	"lace handkerchief"
0.0821544208	"n03485794"	"lace hanky"
0.0817284501	"n03485794"	"damp hankie"
0.0814692549	"n03485794"	"handkerchief was tied"
0.0809134223	"n03485794"	"handkerchief was drawn"
0.0801489343	"n03485794"	"handkerchief was thrust"
0.0801302253	"n03485794"	"cotton hankie"
0.0801302253	"n03485794"	"cotton handkerchief"
0.0801302253	"n03485794"	"cotton hanky"
0.0780392858	"n03485794"	"large handkerchief"
0.0713488825	"n03485794"	"handkerchief was knotted"
0.0694757012	"n03485794"	"scented hankie"
0.0694473401	"n03485794"	"embroidered hankie"
0.0694473401	"n03485794"	"embroidered handkerchief"
0.057302078	"n03485794"	"political hanky"
0.0564074349	"n03485794"	"Madras handkerchief"
0.0543463061	"n03485794"	"edged hankie"
0.0414672451	"n03485794"	"financial hanky"
0.032463895	"n03485794"	"sexual hanky"
0	"n03485794"	"coloured handkerchief"
0	"n03485794"	"cambric handkerchief"
0	"n03485794"	"cambric handkerchief"
0	"n03485794"	
0.1931443446	"n03492542"	"computer hard disk"
0.1880515161	"n03492542"	"removable hard disk"
0.1779332498	"n03492542"	"server hard disk"
0.1761341805	"n03492542"	"SCSI hard disk"
0.1732934241	"n03492542"	"megabyte fixed disk"
0.1728582766	"n03492542"	"megabyte hard disk"
0.1728582766	"n03492542"	"megabyte hard disk"
0.161904657	"n03492542"	"computer hard disc"
0.1617548389	"n03492542"	"internal fixed disk"
0.1617327273	"n03492542"	"single fixed disk"
0.1613196914	"n03492542"	"internal hard disk"
0.1612975798	"n03492542"	"single hard disk"
0.1586809594	"n03492542"	"MB fixed disk"
0.158247269	"n03492542"	"capacity fixed disk"
0.1582458119	"n03492542"	"MB hard disk"
0.1582458119	"n03492542"	"Mb hard disk"
0.1580779884	"n03492542"	"large fixed disk"
0.1578121214	"n03492542"	"capacity hard disk"
0.1576428409	"n03492542"	"large hard disk"
0.1568476784	"n03492542"	"hard disk in the computer"
0.1568118285	"n03492542"	"removable hard disc"
0.1502739734	"n03492542"	"entire fixed disk"
0.1498388258	"n03492542"	"entire hard disk"
0.1494892621	"n03492542"	"new hard disk"
0.1472269075	"n03492542"	"Current fixed disk"
0.1472269075	"n03492542"	"current fixed disk"
0.1472269075	"n03492542"	"Current fixed disk"
0.1460984579	"n03492542"	"magnetic hard disc"
0.1447268297	"n03492542"	"hard disk in the system"
0.1417826009	"n03492542"	"second fixed disk"
0.141618589	"n03492542"	"megabyte hard disc"
0.141618589	"n03492542"	"megabyte hard disc"
0.1413474534	"n03492542"	"second hard disk"
0.1377745509	"n03492542"	"first fixed disk"
0.1376353843	"n03492542"	"hard disk in the directory"
0.1365860891	"n03492542"	"free hard disk"
0.1307484391	"n03492542"	"local fixed disk"
0.1303132916	"n03492542"	"local hard disk"
0.1300800038	"n03492542"	"internal hard disc"
0.1297291257	"n03492542"	"hard disk in the form"
0.1271969901	"n03492542"	"hard disk in the same"
0.1270061243	"n03492542"	"MB hard disc"
0.1264031533	"n03492542"	"large hard disc"
0.1234287704	"n03492542"	"hard disk in the event"
0.1172468895	"n03492542"	"10MB hard disk"
0.1172468895	"n03492542"	"Winchester hard disk"
0.1172468895	"n03492542"	"20MB hard disk"
0.099073604	"n03492542"	"local hard disc"
0.0860072019	"n03492542"	"Winchester hard disc"
0.1161956368	"n03494278"	"harp in the wind"
0.1137504896	"n03494278"	"harp in the orchestra"
0.1050403936	"n03494278"	"chromatic harmonica"
0.1050247196	"n03494278"	"harp in the window"
0.1046731664	"n03494278"	"harp in the middle"
0.1032491666	"n03494278"	"stringed harp"
0.1026414359	"n03494278"	"harp in the hands"
0.1012829302	"n03494278"	"harp in the room"
0.1009456154	"n03494278"	"reed mouth organ"
0.0975757519	"n03494278"	"harp in the corner"
0.0967776999	"n03494278"	"harmonica in the key"
0.0954784151	"n03494278"	"blues harmonica"
0.0913852748	"n03494278"	"harp in the Highlands"
0.0895890238	"n03494278"	"harp in the presence"
0.0874026982	"n03494278"	"bamboo mouth organ"
0.0873824053	"n03494278"	"Glass harmonica"
0.0873824053	"n03494278"	"glass harmonica"
0.0871857851	"n03494278"	"little mouth organ"
0.0870739167	"n03494278"	"little harmonica"
0.0862662555	"n03494278"	"string harp"
0.0859979369	"n03494278"	"small mouth organ"
0.0852419113	"n03494278"	"pedal harp"
0.0847552576	"n03494278"	"other harmonica"
0.0837466271	"n03494278"	"Aeolian harp"
0.0837466271	"n03494278"	"aeolian harp"
0.0835103722	"n03494278"	"small harmonica"
0.0835103722	"n03494278"	"small harp"
0.082197303	"n03494278"	"large mouth organ"
0.0802298239	"n03494278"	"Chinese mouth organ"
0.0798936707	"n03494278"	"new mouth organ"
0.079374624	"n03494278"	"bamboo mouth harp"
0.078899878	"n03494278"	"harp in the centre"
0.0788619711	"n03494278"	"harmonica is used"
0.0784860874	"n03494278"	"harmonica was playing"
0.0778708815	"n03494278"	"electric harmonica"
0.0753142809	"n03494278"	"old mouth organ"
0.0750695484	"n03494278"	"sheng mouth organ"
0.0750544119	"n03494278"	"minstrel harp"
0.074474102	"n03494278"	"harp was played"
0.0742428508	"n03494278"	"harmonica is played"
0.0742428508	"n03494278"	"harp is played"
0.0732701296	"n03494278"	"Japanese mouth organ"
0.0728242312	"n03494278"	"frame harp"
0.0725594216	"n03494278"	"harp is hung"
0.0721084703	"n03494278"	"large harmonica"
0.071024592	"n03494278"	"mouth harmonica"
0.071024592	"n03494278"	"mouth harp"
0.0692436227	"n03494278"	"Eolian harp"
0.0688858566	"n03494278"	"harp was made"
0.0686546054	"n03494278"	"harp is made"
0.0684444713	"n03494278"	"toy harmonica"
0.0676791935	"n03494278"	"harp is broken"
0.0673303655	"n03494278"	"golden harp"
0.0662073253	"n03494278"	"harp was heard"
0.0659760741	"n03494278"	"harp is heard"
0.0654657544	"n03494278"	"harmonica was invented"
0.0654038373	"n03494278"	"harp was strung"
0.0651975735	"n03494278"	"new harmonica"
0.0651725861	"n03494278"	"harp is strung"
0.0641577285	"n03494278"	"harp is turned"
0.0640847907	"n03494278"	"harp was tuned"
0.0638535395	"n03494278"	"harp is tuned"
0.0633213888	"n03494278"	"silver harmonica"
0.0631281446	"n03494278"	"Welsh harp"
0.062575934	"n03494278"	"harp was passed"
0.0612516505	"n03494278"	"harp is constructed"
0.060948364	"n03494278"	"harp was handed"
0.0603311045	"n03494278"	"harp was brought"
0.0591398906	"n03494278"	"harp was swept"
0.0580300013	"n03494278"	"harp was sent"
0.054031177	"n03494278"	"chemical harmonica"
0.0538591691	"n03494278"	"harp is suspended"
0.0514594043	"n03494278"	"old harmonica"
0.0511908461	"n03494278"	"Irish harp"
0.0469687934	"n03494278"	"wild harp"
0.0443954226	"n03494278"	"telegraph harp"
0.0365489645	"n03494278"	"Welch harp"
0.0318349091	"n03494278"	"Jews harp"
0.0304823596	"n03494278"	"De harmonica"
0	"n03494278"	"Colluricincla harmonica"
0	"n03494278"	"Hohner harmonica"
0	"n03494278"	"Colluricincla harmonica"
0	"n03494278"	"Trias harmonica"
0	"n03494278"	"jEolian harp"
0	"n03494278"	"iEolian harp"
0.1582391516	"n03495258"	"harp in the orchestra"
0.1569882684	"n03495258"	"harp in the middle"
0.1534199739	"n03495258"	"harp in the hands"
0.150921663	"n03495258"	"harp in the wind"
0.1506080178	"n03495258"	"harp in the window"
0.1490561406	"n03495258"	"harp in the corner"
0.1487667818	"n03495258"	"harp in the room"
0.143853058	"n03495258"	"harp in the presence"
0.1321697749	"n03495258"	"harp in the Highlands"
0.1242084248	"n03495258"	"frame harp"
0.1226238898	"n03495258"	"harp in the centre"
0.1139433118	"n03495258"	"string harp"
0.1135826232	"n03495258"	"harp is hung"
0.1084447009	"n03495258"	"harp is strung"
0.1072526256	"n03495258"	"stringed harp"
0.1065915871	"n03495258"	"harp is broken"
0.1059409237	"n03495258"	"harp is constructed"
0.1055414568	"n03495258"	"harp is made"
0.1042292136	"n03495258"	"harp was strung"
0.1039702324	"n03495258"	"harp is played"
0.1028007005	"n03495258"	"harp was brought"
0.1013259696	"n03495258"	"harp was made"
0.1011676059	"n03495258"	"harp is turned"
0.1008894432	"n03495258"	"pedal harp"
0.0997547452	"n03495258"	"harp was played"
0.0995811355	"n03495258"	"small harp"
0.095664993	"n03495258"	"harp was handed"
0.095254727	"n03495258"	"harp is tuned"
0.0932281323	"n03495258"	"harp is heard"
0.0931414656	"n03495258"	"harp was sent"
0.0910392398	"n03495258"	"harp was tuned"
0.0893711991	"n03495258"	"harp was passed"
0.089012645	"n03495258"	"harp was heard"
0.086314299	"n03495258"	"golden harp"
0.0860358813	"n03495258"	"harp was swept"
0.0829329191	"n03495258"	"harp is suspended"
0.0774642632	"n03495258"	"mouth harp"
0.0711737592	"n03495258"	"Aeolian harp"
0.0711737592	"n03495258"	"aeolian harp"
0.0692219381	"n03495258"	"minstrel harp"
0.0618251216	"n03495258"	"wild harp"
0.0551195931	"n03495258"	"Eolian harp"
0.0506677324	"n03495258"	"telegraph harp"
0.0471817093	"n03495258"	"Welsh harp"
0.0312633755	"n03495258"	"Irish harp"
0.0211599873	"n03495258"	"Welch harp"
0.0132746837	"n03495258"	"Jews harp"
0	"n03495258"	"jEolian harp"
0	"n03495258"	"iEolian harp"
0.1736547938	"n03496892"	"reaper in the harvest"
0.1712143272	"n03496892"	"potato harvester"
0.169208371	"n03496892"	"corn harvester"
0.1609228752	"n03496892"	"grain reaper"
0.1609228752	"n03496892"	"grain harvester"
0.1474694383	"n03496892"	"beet harvester"
0.1463885308	"n03496892"	"cane harvester"
0.1374655743	"n03496892"	"reaper in the fields"
0.1334948986	"n03496892"	"tomato harvester"
0.1313457927	"n03496892"	"cotton harvester"
0.1270755056	"n03496892"	"mechanical reaper"
0.1270755056	"n03496892"	"mechanical harvester"
0.1266067424	"n03496892"	"Forage harvester"
0.1266067424	"n03496892"	"forage harvester"
0.1236573646	"n03496892"	"reaper in the field"
0.1236573646	"n03496892"	"harvester in the field"
0.122991424	"n03496892"	"harvester is used"
0.1186695068	"n03496892"	"reaper in the shed"
0.1151009278	"n03496892"	"reaper was used"
0.1151009278	"n03496892"	"harvester was used"
0.1129347376	"n03496892"	"reaper in the middle"
0.1110886916	"n03496892"	"rake reaper"
0.1108068513	"n03496892"	"reaper is done"
0.1023095101	"n03496892"	"reaper is being"
0.1023095101	"n03496892"	"harvester is being"
0.0978482822	"n03496892"	"reaper was invented"
0.0978482822	"n03496892"	"harvester was invented"
0.0936283028	"n03496892"	"modern harvester"
0.0931147583	"n03496892"	"Highland reaper"
0.0920023375	"n03496892"	"reaper was patented"
0.0895864406	"n03496892"	"delivery reaper"
0.0856662233	"n03496892"	"reaper is heard"
0.0812526146	"n03496892"	"harvester was developed"
0.0763193314	"n03496892"	"reaper is taken"
0.0763193314	"n03496892"	"harvester is taken"
0.0758869902	"n03496892"	"man reaper"
0.0747968519	"n03496892"	"harvester is shown"
0.0747008528	"n03496892"	"great reaper"
0.0747008528	"n03496892"	"great harvester"
0.0740501119	"n03496892"	"harvester was designed"
0.0734494419	"n03496892"	"reaper is wounded"
0.0720708578	"n03496892"	"Combine harvester"
0.0720708578	"n03496892"	"combine harvester"
0.0720633416	"n03496892"	"reaper was made"
0.0707689822	"n03496892"	"reaper was pushed"
0.070464294	"n03496892"	"red harvester"
0.0687497767	"n03496892"	"first reaper"
0.067901096	"n03496892"	"reaper was introduced"
0.067901096	"n03496892"	"harvester was introduced"
0.0655422119	"n03496892"	"successful reaper"
0.0648190899	"n03496892"	"reaper was followed"
0.0640780486	"n03496892"	"grim reaper"
0.0638568661	"n03496892"	"reaper was blindfolded"
0.0637562134	"n03496892"	"patent reaper"
0.0631134621	"n03496892"	"Marsh harvester"
0.0622564894	"n03496892"	"reaper was tossed"
0.0613155906	"n03496892"	"complete harvester"
0.060894475	"n03496892"	"woman reaper"
0.0575713469	"n03496892"	"old reaper"
0.0523694426	"n03496892"	"joyful reaper"
0.0515601887	"n03496892"	"Combined harvester"
0.0513028251	"n03496892"	"solitary reaper"
0.050730514	"n03496892"	"binding reaper"
0.050730514	"n03496892"	"binding harvester"
0.0490974297	"n03496892"	"head reaper"
0.0488765992	"n03496892"	"American reaper"
0.0488765992	"n03496892"	"American harvester"
0	"n03496892"	"Hussey reaper"
0	"n03496892"	"McCormick reaper"
0.1513329303	"n03498962"	"small hatchet"
0.1300142697	"n03498962"	"large hatchet"
0.1282583512	"n03498962"	"hatchet in the hand"
0.1257599813	"n03498962"	"hatchet in the other"
0.1208704576	"n03498962"	"little hatchet"
0.1185967181	"n03498962"	"hatchet in the hands"
0.1156979329	"n03498962"	"hatchet in the face"
0.1115116473	"n03498962"	"hatchet in the middle"
0.1079764504	"n03498962"	"light hatchet"
0.1056976798	"n03498962"	"sharp hatchet"
0.1033465399	"n03498962"	"hatchet in the head"
0.1030264991	"n03498962"	"hatchet in the air"
0.1022189028	"n03498962"	"hatchet in the cause"
0.1017175308	"n03498962"	"hatchet in the path"
0.0862252048	"n03498962"	"iron hatchet"
0.0850441353	"n03498962"	"hatchet in the murderer"
0.0821277237	"n03498962"	"hatchet is used"
0.0813285252	"n03498962"	"hatchet was used"
0.0811480427	"n03498962"	"flint hatchet"
0.0747567549	"n03498962"	"Stone hatchet"
0.0747567549	"n03498962"	"stone hatchet"
0.0706610061	"n03498962"	"hatchet is given"
0.0698618077	"n03498962"	"hatchet was given"
0.0687664797	"n03498962"	"fist hatchet"
0.0679768654	"n03498962"	"hatchet is made"
0.067177667	"n03498962"	"hatchet was made"
0.0662058813	"n03498962"	"hatchet was thrown"
0.0642591683	"n03498962"	"brass hatchet"
0.0641669556	"n03498962"	"steel hatchet"
0.063710855	"n03498962"	"hatchet was found"
0.0623493527	"n03498962"	"bloody hatchet"
0.0615016851	"n03498962"	"hatchet was placed"
0.0611731302	"n03498962"	"poor hatchet"
