n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n04074963	remote control	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: automatic remote control, electric remote control, electrical remote control, electronic remote control, full remote control, held remote control, hydraulic remote control, simple remote control, such remote control, wireless remote control	[lemma] in the *: 	*_NOUN [lemma]: Electric remote control, Radio remote control, TV remote control, VCR remote control, button remote control, function remote control, handheld remote control, radio remote control, television remote control, voltage remote control
n04074963	remote	[lemma] was *_VERB: 	[lemma] is *_VERB: remote is brought, remote is forced	*_ADJ [lemma]: certain remote, few remote, little remote, many remote, other remote, own remote, same remote, several remote, such remote, various remote	[lemma] in the *: remote in the country, remote in the distance, remote in the extreme, remote in the future, remote in the history, remote in the interior, remote in the past, remote in the right, remote in the scale, remote in the utmost	*_NOUN [lemma]: areas remote, countries remote, districts remote, parts remote, place remote, places remote, points remote, regions remote, something remote, things remote
n01641577	bullfrog	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American bullfrog, adult bullfrog, big bullfrog, common bullfrog, great bullfrog, green bullfrog, grown bullfrog, large bullfrog, male bullfrog, old bullfrog	[lemma] in the *: bullfrog in the pool	*_NOUN [lemma]: De bullfrog
n01641577	Rana catesbeiana	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Bullfrog Rana catesbeiana, bullfrog Rana catesbeiana, bullfrogs Rana catesbeiana, frog Rana catesbeiana
n07873807	pizza	[lemma] was *_VERB: pizza was cut, pizza was delivered, pizza was eaten, pizza was gone, pizza was introduced, pizza was left, pizza was ordered, pizza was served	[lemma] is *_VERB: pizza is baked, pizza is cooked, pizza is cut, pizza is delivered, pizza is done, pizza is left, pizza is served, pizza is topped	*_ADJ [lemma]: Italian pizza, best pizza, cold pizza, frozen pizza, good pizza, inch pizza, large pizza, local pizza, more pizza, small pizza	[lemma] in the *: pizza in the city, pizza in the evening, pizza in the freezer, pizza in the fridge, pizza in the kitchen, pizza in the microwave, pizza in the oven, pizza in the refrigerator	*_NOUN [lemma]: cheese pizza, dish pizza, gourmet pizza, medium pizza, onion pizza, order pizza, pan pizza, pepperoni pizza, sausage pizza, vegetable pizza
n07873807	pizza pie	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big pizza pie, large pizza pie, whole pizza pie	[lemma] in the *: 	*_NOUN [lemma]: 
n02123045	tabby	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black tabby, brown tabby, flowered tabby, large tabby, little tabby, old tabby, plain tabby, silver tabby, watered tabby, white tabby	[lemma] in the *: 	*_NOUN [lemma]: compound tabby, cotton tabby, fireside tabby, ginger tabby, household tabby, linen tabby, mackerel tabby, silk tabby, water tabby, word tabby
n02123045	tabby cat	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big tabby cat, fat tabby cat, fine tabby cat, gray tabby cat, great tabby cat, huge tabby cat, large tabby cat, little tabby cat, old tabby cat, sleek tabby cat	[lemma] in the *: 	*_NOUN [lemma]: 
n03720891	maraca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: single maraca	[lemma] in the *: 	*_NOUN [lemma]: 
n02097298	Scotch terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Little Scotch terrier, coated Scotch terrier, favourite Scotch terrier, fine Scotch terrier, haired Scotch terrier, little Scotch terrier, old Scotch terrier, rough Scotch terrier, shaggy Scotch terrier, small Scotch terrier	[lemma] in the *: 	*_NOUN [lemma]: 
n02097298	Scottish terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black Scottish terrier, little Scottish terrier, old Scottish terrier, small Scottish terrier, white Scottish terrier	[lemma] in the *: 	*_NOUN [lemma]: 
n02097298	Scottie	[lemma] was *_VERB: Scottie was born	[lemma] is *_VERB: Scottie is going	*_ADJ [lemma]: Dearest Scottie, black Scottie, famous Scottie, little Scottie, new Scottie, old Scottie, poor Scottie, small Scottie, white Scottie, young Scottie	[lemma] in the *: 	*_NOUN [lemma]: daughter Scottie, detective Scottie, friend Scottie, pet Scottie, star Scottie, time Scottie, way Scottie
n01531178	goldfinch	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American goldfinch, English goldfinch, European goldfinch, beautiful goldfinch, common goldfinch, female goldfinch, little goldfinch, male goldfinch, pretty goldfinch, young goldfinch	[lemma] in the *: goldfinch in the garden	*_NOUN [lemma]: Arkansas goldfinch, Eastern goldfinch, cock goldfinch, hen goldfinch
n01531178	Carduelis carduelis	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Goldfinch Carduelis carduelis	[lemma] in the *: 	*_NOUN [lemma]: GOLDFINCH Carduelis carduelis, Goldfinch Carduelis carduelis
n02233338	cockroach	[lemma] was *_VERB: cockroach was crawling	[lemma] is *_VERB: cockroach is known	*_ADJ [lemma]: American cockroach, Asiatic cockroach, Australian cockroach, German cockroach, Oriental cockroach, common cockroach, dead cockroach, female cockroach, large cockroach, oriental cockroach	[lemma] in the *: cockroach in the kitchen, cockroach in the soup, cockroach in the spaghetti	*_NOUN [lemma]: Madagascar cockroach, Madeira cockroach, Surinam cockroach, desert cockroach, field cockroach, house cockroach, household cockroach, kitchen cockroach, wood cockroach, word cockroach
n02233338	roach	[lemma] was *_VERB: 	[lemma] is *_VERB: roach is accounted	*_ADJ [lemma]: American roach, German roach, best roach, big roach, fine roach, good roach, large roach, little roach, small roach, young roach	[lemma] in the *: roach in the ashtray, roach in the dark	*_NOUN [lemma]: cane roach, cock roach, dozen roach, feeding roach, hair roach, p roach, pound roach, river roach, winter roach, wood roach
n01729977	green snake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: beautiful green snake, bright green snake, common green snake, great green snake, large green snake, little green snake, long green snake, rough green snake, small green snake, smooth green snake	[lemma] in the *: 	*_NOUN [lemma]: 
n01729977	grass snake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: European grass snake, common grass snake, green grass snake, harmless grass snake, large grass snake, little grass snake, pet grass snake, small grass snake	[lemma] in the *: 	*_NOUN [lemma]: 
n02992211	cello	[lemma] was *_VERB: cello was played	[lemma] is *_VERB: cello is given, cello is heard, cello is held, cello is played, cello is playing, cello is treated, cello is tuned	*_ADJ [lemma]: Mar cello, first cello, modern cello, new cello, old cello, principal cello, second cello, single cello, small cello, unaccompanied cello	[lemma] in the *: cello in the first, cello in the orchestra, cello in the school, cello in the second	*_NOUN [lemma]: Amati cello, Bach cello, Mar cello, Monti cello, Tor cello, opening cello, pizzicato cello, solo cello, string cello, violin cello
n02992211	violoncello	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: celebrated violoncello, e violoncello, favourite violoncello, fine violoncello, first violoncello, imaginary violoncello, large violoncello, modern violoncello, principal violoncello, solo violoncello	[lemma] in the *: violoncello in the orchestra	*_NOUN [lemma]: Amati violoncello, con violoncello, e violoncello, solo violoncello, violin violoncello
n02102318	cocker spaniel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American cocker spaniel, English cocker spaniel, black cocker spaniel, brown cocker spaniel, golden cocker spaniel, little cocker spaniel, old cocker spaniel, pet cocker spaniel, red cocker spaniel, white cocker spaniel	[lemma] in the *: 	*_NOUN [lemma]: family cocker spaniel
n02102318	English cocker spaniel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02102318	cocker	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American cocker, English cocker, black cocker, brown cocker, golden cocker, little cocker, old cocker, red cocker, small cocker, white cocker	[lemma] in the *: 	*_NOUN [lemma]: Blenheim cocker, alter cocker, family cocker, part cocker, roan cocker
n02113712	miniature poodle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black miniature poodle, old miniature poodle, white miniature poodle	[lemma] in the *: 	*_NOUN [lemma]: 
n02870880	bookcase	[lemma] was *_VERB: bookcase was crammed, bookcase was devoted, bookcase was enchanted, bookcase was left	[lemma] is *_VERB: bookcase is built	*_ADJ [lemma]: filled bookcase, fronted bookcase, in bookcase, large bookcase, little bookcase, low bookcase, old bookcase, revolving bookcase, sectional bookcase, small bookcase	[lemma] in the *: bookcase in the back, bookcase in the dining, bookcase in the hall, bookcase in the library, bookcase in the living, bookcase in the parlor, bookcase in the room, bookcase in the study	*_NOUN [lemma]: Chippendale bookcase, bureau bookcase, combination bookcase, dwarf bookcase, family bookcase, glass bookcase, library bookcase, mahogany bookcase, oak bookcase, walnut bookcase
n01744401	rock python	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: African rock python, Indian rock python, great rock python, ordinary rock python	[lemma] in the *: 	*_NOUN [lemma]: 
n01744401	rock snake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n01744401	Python sebae	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04044716	radio telescope	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: first radio telescope, foot radio telescope, ft radio telescope, giant radio telescope, large radio telescope, largest radio telescope, m radio telescope, new radio telescope, single radio telescope, steerable radio telescope	[lemma] in the *: 	*_NOUN [lemma]: Arecibo radio telescope, Bank radio telescope, Parkes radio telescope, University radio telescope, VLA radio telescope, diameter radio telescope, dish radio telescope, ft radio telescope, meter radio telescope, transit radio telescope
n04044716	radio reflector	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03637318	lampshade	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Nazi lampshade, blue lampshade, fringed lampshade, green lampshade, new lampshade, old lampshade, pink lampshade, red lampshade, white lampshade, yellow lampshade	[lemma] in the *: 	*_NOUN [lemma]: Tiffany lampshade, cloth lampshade, fabric lampshade, glass lampshade, paper lampshade, parchment lampshade, satin lampshade, silk lampshade, skin lampshade, wire lampshade
n03637318	lamp shade	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: colored lamp shade, fringed lamp shade, glass lamp shade, green lamp shade, new lamp shade, old lamp shade, pink lamp shade, red lamp shade, white lamp shade, yellow lamp shade	[lemma] in the *: 	*_NOUN [lemma]: Tiffany lamp shade, glass lamp shade, paper lamp shade, parchment lamp shade, silk lamp shade
n03743016	megalith	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: European megalith, Neolithic megalith, ancient megalith, great megalith, huge megalith, other megalith, prehistoric megalith, single megalith	[lemma] in the *: 	*_NOUN [lemma]: stone megalith, word megalith
n03743016	megalithic structure	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02169497	leaf beetle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Bean leaf beetle, Cereal leaf beetle, Cottonwood leaf beetle, Elm leaf beetle, willow leaf beetle	[lemma] in the *: 	*_NOUN [lemma]: Bean leaf beetle, Elm leaf beetle, bean leaf beetle, cereal leaf beetle, cottonwood leaf beetle, elm leaf beetle, milkweed leaf beetle, rice leaf beetle, willow leaf beetle
n02169497	chrysomelid	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: certain chrysomelid, small chrysomelid	[lemma] in the *: 	*_NOUN [lemma]: 
n01601694	water ouzel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: little water ouzel	[lemma] in the *: 	*_NOUN [lemma]: 
n01601694	dipper	[lemma] was *_VERB: dipper was scratched	[lemma] is *_VERB: dipper is attached, dipper is loading, dipper is lowered, dipper is provided, dipper is raised	*_ADJ [lemma]: American dipper, big dipper, common dipper, great dipper, handled dipper, large dipper, little dipper, small dipper, wooden dipper, yard dipper	[lemma] in the *: dipper in the bucket, dipper in the pail, dipper in the sky, dipper in the water	*_NOUN [lemma]: Chapin dipper, cream dipper, glass dipper, gourd dipper, iron dipper, milk dipper, shovel dipper, tin dipper, water dipper, yard dipper
n03062245	cocktail shaker	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: large cocktail shaker, plated cocktail shaker	[lemma] in the *: 	*_NOUN [lemma]: glass cocktail shaker, silver cocktail shaker
n03788195	mosque	[lemma] was *_VERB: mosque was commenced, mosque was completed, mosque was constructed, mosque was converted, mosque was crowded, mosque was destroyed, mosque was erected, mosque was founded	[lemma] is *_VERB: mosque is adorned, mosque is built, mosque is covered, mosque is erected, mosque is paved, mosque is situated, mosque is supported, mosque is surrounded	*_ADJ [lemma]: Mohammedan mosque, Turkish mosque, grand mosque, great mosque, large mosque, little mosque, old mosque, principal mosque, ruined mosque, small mosque	[lemma] in the *: mosque in the citadel, mosque in the city, mosque in the market, mosque in the place, mosque in the town, mosque in the village	*_NOUN [lemma]: Aqsa mosque, Babri mosque, Cordova mosque, Friday mosque, brick mosque, cathedral mosque, century mosque, marble mosque, stone mosque, village mosque
n02119022	red fox	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American red fox, European red fox, big red fox, common red fox, large red fox, little red fox, old red fox, small red fox, wild red fox, young red fox	[lemma] in the *: 	*_NOUN [lemma]: Nevada red fox, Virginia red fox, plains red fox
n02119022	Vulpes vulpes	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Fox Vulpes vulpes, Foxes Vulpes vulpes, fox Vulpes vulpes, foxes Vulpes vulpes
n02281787	lycaenid	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Australian lycaenid, many lycaenid, myrmecophilous lycaenid, other lycaenid, tended lycaenid	[lemma] in the *: 	*_NOUN [lemma]: 
n02281787	lycaenid butterfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Australian lycaenid butterfly, myrmecophilous lycaenid butterfly	[lemma] in the *: 	*_NOUN [lemma]: 
n03902125	pay-phone	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03902125	pay-station	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n01860187	black swan	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Australian black swan, beautiful black swan, first black swan, great black swan, large black swan, rare black swan, single black swan, trumpeting black swan	[lemma] in the *: 	*_NOUN [lemma]: 
n01860187	Cygnus atratus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: Swan Cygnus atratus
n01978287	Dungeness crab	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cooked Dungeness crab, fresh Dungeness crab, large Dungeness crab, live Dungeness crab, local Dungeness crab, whole Dungeness crab	[lemma] in the *: 	*_NOUN [lemma]: California Dungeness crab, Coast Dungeness crab
n01978287	Cancer magister	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: crab Cancer magister
n02417914	ibex	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Alpine ibex, Capra ibex, Caucasian ibex, Himalayan ibex, Nubian ibex, Siberian ibex, Spanish ibex, female ibex, fine ibex, male ibex	[lemma] in the *: ibex in the Alps, ibex in the mountains	*_NOUN [lemma]: C. ibex, Capra ibex, Sind ibex, Walia ibex, buck ibex, mountain ibex, walia ibex
n02417914	Capra ibex	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: ibex Capra ibex	[lemma] in the *: 	*_NOUN [lemma]: Ibex Capra ibex
n02606052	rock beauty	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02606052	Holocanthus tricolor	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02092002	Scottish deerhound	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02092002	deerhound	[lemma] was *_VERB: deerhound was couched	[lemma] is *_VERB: 	*_ADJ [lemma]: Irish deerhound, Scotch deerhound, Scottish deerhound, bred deerhound, favourite deerhound, female deerhound, great deerhound, large deerhound, noble deerhound, old deerhound	[lemma] in the *: 	*_NOUN [lemma]: Highland deerhound
n02804414	bassinet	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: blue bassinet, empty bassinet, heated bassinet, little bassinet, new bassinet, old bassinet, own bassinet, plastic bassinet, small bassinet, white bassinet	[lemma] in the *: bassinet in the back, bassinet in the living, bassinet in the nursery	*_NOUN [lemma]: baby bassinet, hospital bassinet, wicker bassinet
n04019541	puck	[lemma] was *_VERB: puck was dropped, puck was going, puck was passed, puck was shot	[lemma] is *_VERB: puck is dropped, puck is faced, puck is going, puck is moved, puck is passed, puck is put, puck is shot	*_ADJ [lemma]: first puck, free puck, frictionless puck, hockey puck, kg puck, little puck, loose puck, plastic puck, second puck, wooden puck	[lemma] in the *: puck in the attacking, puck in the corners, puck in the face, puck in the net, puck in the neutral, puck in the offensive	*_NOUN [lemma]: Hockey puck, air puck, bouncing puck, digitizer puck, digitizing puck, hockey puck, ice puck, puck puck, rubber puck, tablet puck
n04019541	hockey puck	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: air hockey puck, ice hockey puck
n04523525	vault	[lemma] was *_VERB: vault was closed, vault was completed, vault was constructed, vault was covered, vault was discovered, vault was finished, vault was opened	[lemma] is *_VERB: vault is built, vault is closed, vault is composed, vault is constructed, vault is covered, vault is divided, vault is formed, vault is opened, vault is supported	*_ADJ [lemma]: arched vault, azure vault, blue vault, celestial vault, cranial vault, dark vault, groined vault, same vault, subterranean vault, vaginal vault	[lemma] in the *: vault in the basement, vault in the cemetery, vault in the chancel, vault in the chapel, vault in the church, vault in the churchyard, vault in the parish, vault in the side	*_NOUN [lemma]: bank vault, barrel vault, brick vault, burial vault, deposit vault, family vault, groin vault, pole vault, rib vault, stone vault
n02437616	llama	[lemma] was *_VERB: llama was destroyed, llama was domesticated, llama was sacrificed, llama was squeezed	[lemma] is *_VERB: 	*_ADJ [lemma]: American llama, Peruvian llama, Se llama, black llama, brown llama, domesticated llama, female llama, white llama, wild llama, young llama	[lemma] in the *: llama in the Andes	*_NOUN [lemma]: La llama, Se llama, baby llama, con llama, pet llama, se llama, silver llama, sin llama, te llama, word llama
n01986214	hermit crab	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: clawed hermit crab, common hermit crab, large hermit crab, little hermit crab, old hermit crab, red hermit crab, small hermit crab, terrestrial hermit crab, tiny hermit crab, tropical hermit crab	[lemma] in the *: 	*_NOUN [lemma]: land hermit crab
n03920288	Petri dish	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: clean Petri dish, cm Petri dish, large Petri dish, mm Petri dish, open Petri dish, plastic Petri dish, second Petri dish, small Petri dish, sterile Petri dish, sterilized Petri dish	[lemma] in the *: 	*_NOUN [lemma]: Falcon Petri dish, Glass Petri dish, cm Petri dish, culture Petri dish, glass Petri dish, polystyrene Petri dish
n04070727	refrigerator	[lemma] was *_VERB: refrigerator was installed, refrigerator was invented, refrigerator was kept, refrigerator was sold, refrigerator was stocked, refrigerator was working	[lemma] is *_VERB: refrigerator is built, refrigerator is cooled, refrigerator is given, refrigerator is kept, refrigerator is located, refrigerator is provided	*_ADJ [lemma]: domestic refrigerator, electric refrigerator, good refrigerator, in refrigerator, large refrigerator, mechanical refrigerator, new refrigerator, old refrigerator, ordinary refrigerator, small refrigerator	[lemma] in the *: refrigerator in the back, refrigerator in the basement, refrigerator in the dark, refrigerator in the home, refrigerator in the house, refrigerator in the kitchen, refrigerator in the pantry, refrigerator in the room	*_NOUN [lemma]: Electric refrigerator, Electrolux refrigerator, absorption refrigerator, dilution refrigerator, gas refrigerator, home refrigerator, household refrigerator, ice refrigerator, kerosene refrigerator, kitchen refrigerator
n04070727	icebox	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big icebox, electric icebox, fashioned icebox, large icebox, little icebox, new icebox, old icebox, portable icebox, small icebox, wooden icebox	[lemma] in the *: icebox in the back, icebox in the kitchen, icebox in the pantry, icebox in the winter	*_NOUN [lemma]: chocolate icebox, family icebox, home icebox, household icebox, kitchen icebox, oak icebox, saloon icebox
n03803284	muzzle	[lemma] was *_VERB: muzzle was directed, muzzle was elevated, muzzle was pointed, muzzle was pointing, muzzle was pressed, muzzle was removed, muzzle was smeared, muzzle was stained, muzzle was taken, muzzle was thrust	[lemma] is *_VERB: muzzle is covered, muzzle is elongated, muzzle is held, muzzle is pointed, muzzle is prolonged, muzzle is put, muzzle is raised, muzzle is rounded, muzzle is thrust	*_ADJ [lemma]: black muzzle, broad muzzle, elongated muzzle, long muzzle, old muzzle, pointed muzzle, sharp muzzle, short muzzle, slender muzzle, very muzzle	[lemma] in the *: muzzle in the direction, muzzle in the face, muzzle in the man, muzzle in the mouth, muzzle in the palm, muzzle in the snow, muzzle in the water	*_NOUN [lemma]: Armstrong muzzle, Enfield muzzle, gun muzzle, iron muzzle, musket muzzle, pistol muzzle, revolver muzzle, rifle muzzle, velvet muzzle, wire muzzle
n04065272	recreational vehicle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big recreational vehicle, booming recreational vehicle, foot recreational vehicle, large recreational vehicle, new recreational vehicle, other recreational vehicle, road recreational vehicle	[lemma] in the *: 	*_NOUN [lemma]: 
n04065272	RV	[lemma] was *_VERB: RV was parked	[lemma] is *_VERB: RV is calculated, RV is determined, RV is dilated, RV is increased, RV is parked, RV is reached	*_ADJ [lemma]: Clayman RV, Farese RV, Short RV, cf. RV, dayman RV, large RV, new RV, normal RV, single RV, small RV	[lemma] in the *: RV in the driveway	*_NOUN [lemma]: Clayman RV, E RV, Heatley RV, Lloyd RV, Lucas RV, Randall RV, Short RV, Talmage RV, spectrum RV, valve RV
n04065272	R.V.	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: cf. R.V.	[lemma] in the *: 	*_NOUN [lemma]: 1 R.V., Dr. R.V., Dr R.V., English R.V., Lancashire R.V., Middlesex R.V., Mr. R.V., Professor R.V., SHRI R.V., Shri R.V.
n02017213	European gallinule	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02017213	Porphyrio porphyrio	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02110958	pug	[lemma] was *_VERB: pug was sniffing	[lemma] is *_VERB: 	*_ADJ [lemma]: Dutch pug, black pug, fat pug, favourite pug, irritable pug, little pug, old pug, poor pug, small pug, vertical pug	[lemma] in the *: 	*_NOUN [lemma]: airing pug, china pug, clay pug, nose pug, pet pug, stone pug, tiger pug, time pug, toy pug
n02110958	pug-dog	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03759954	microphone	[lemma] was *_VERB: microphone was attached, microphone was connected, microphone was installed, microphone was located, microphone was mounted, microphone was thrust, microphone was turned	[lemma] is *_VERB: microphone is amplified, microphone is attached, microphone is connected, microphone is located, microphone is mounted, microphone is moved, microphone is spoken	*_ADJ [lemma]: crystal microphone, directional microphone, dynamic microphone, hidden microphone, sensitive microphone, single microphone, small microphone, unidirectional microphone, wire microphone, wireless microphone	[lemma] in the *: microphone in the broadcasting, microphone in the control, microphone in the room, microphone in the sound, microphone in the studio, microphone in the telephone	*_NOUN [lemma]: capacitor microphone, carbon microphone, coil microphone, condenser microphone, contact microphone, hand microphone, radio microphone, ribbon microphone, throat microphone, velocity microphone
n03759954	mike	[lemma] was *_VERB: mike was clipped, mike was turned	[lemma] is *_VERB: mike is attached, mike is turned, mike is working	*_ADJ [lemma]: dead mike, directional mike, dynamic mike, held mike, hot mike, live mike, off mike, open mike, same mike, wireless mike	[lemma] in the *: 	*_NOUN [lemma]: boom mike, carbon mike, condenser mike, filter mike, hand mike, radio mike, ribbon mike, shotgun mike, spike mike, throat mike
n09256479	coral reef	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: ancient coral reef, circular coral reef, dangerous coral reef, elevated coral reef, extensive coral reef, fringing coral reef, great coral reef, long coral reef, old coral reef, true coral reef	[lemma] in the *: coral reef in the Caribbean, coral reef in the Gulf, coral reef in the Indian, coral reef in the Pacific, coral reef in the Red, coral reef in the South, coral reef in the central, coral reef in the continental	*_NOUN [lemma]: Florida coral reef, Island coral reef, Keys coral reef, Pacific coral reef, Sea coral reef, barrier coral reef, living coral reef, offshore coral reef, term coral reef, water coral reef
n02692877	airship	[lemma] was *_VERB: airship was completed, airship was constructed, airship was designed, airship was flying, airship was wrecked	[lemma] is *_VERB: airship is attached, airship is flying, airship is hauled	*_ADJ [lemma]: British airship, German airship, big airship, dirigible airship, first airship, great airship, large airship, naval airship, new airship, rigid airship	[lemma] in the *: airship in the sky	*_NOUN [lemma]: Army airship, Navy airship, Parseval airship, Wellman airship, Zeppelin airship, army airship, enemy airship, model airship, passenger airship, type airship
n02692877	dirigible	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: British dirigible, German dirigible, first dirigible, giant dirigible, great dirigible, large dirigible, military dirigible, new dirigible, rigid dirigible, small dirigible	[lemma] in the *: dirigible in the sky	*_NOUN [lemma]: Army dirigible, Hindenburg dirigible, Navy dirigible, States dirigible, Zeppelin dirigible, army dirigible, balloon dirigible, model dirigible, passenger dirigible, type dirigible
n02165105	tiger beetle	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult tiger beetle, green tiger beetle	[lemma] in the *: 	*_NOUN [lemma]: Dunes tiger beetle, beach tiger beetle
n03775546	mixing bowl	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Large mixing bowl, deep mixing bowl, great mixing bowl, large mixing bowl, medium mixing bowl, quart mixing bowl, size mixing bowl, sized mixing bowl, small mixing bowl, wooden mixing bowl	[lemma] in the *: mixing bowl in the freezer, mixing bowl in the kitchen	*_NOUN [lemma]: cup mixing bowl, glass mixing bowl, heatproof mixing bowl, kitchen mixing bowl, medium mixing bowl, metal mixing bowl, rubber mixing bowl, silver mixing bowl, size mixing bowl, steel mixing bowl
n01978455	rock crab	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: common rock crab, red rock crab	[lemma] in the *: 	*_NOUN [lemma]: 
